eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
294.54,12.31,264.87,11.25,1013,0.011395457,0.14919026,2.1201007,-0.02347301,0.28056297,0.8689288944005966,197,50432,3343.1480271130004,3227648
303.43,12.84,258.98,10.84,975,0.012268356,0.16219075,2.0543947,-0.019688232,0.3006778,0.8592831045389175,198,50688,3359.9452011949998,3244032
303.57,13.42,277.17,11.23,983,0.0110532455,0.14648438,2.0933175,-0.022717902,0.32062843,0.8262858986854553,199,50944,3376.6016709980013,3260416
281.33,11.97,267.81,9.13,978,0.015592907,0.19419353,2.1014411,-0.02521614,0.30228174,0.8703707903623581,200,51200,3393.3436348840005,3276800
253.03,9.94,256.65,10.67,975,0.015835391,0.19915771,2.082968,-0.021582372,0.2921073,0.8446462005376816,201,51456,3410.1465254190007,3293184
296.16,12.04,238.31,8.9,967,0.013046051,0.16518147,2.1189716,-0.024597073,0.32469568,0.8565525263547897,202,51712,3427.0788534990006,3309568
268.72,10.93,251.41,9.83,985,0.016700575,0.2008667,2.1122334,-0.024810063,0.28615203,0.8691122233867645,203,51968,3443.7108322500007,3325952
255.71,8.93,246.47,9.31,978,0.015692292,0.1957194,2.0850847,-0.023933617,0.31031337,0.8314335346221924,204,52224,3460.455570643,3342336
254.9,9.44,236.7,9.72,986,0.014877304,0.19262695,2.1025324,-0.025596475,0.30730808,0.8446845561265945,205,52480,3477.068975319,3358720
250.3,10.03,266.83,11.55,975,0.017198669,0.20981853,2.0785477,-0.026445841,0.26939228,0.8564246743917465,206,52736,3493.873854161,3375104
281.47,12.2,256.96,10.43,989,0.017685065,0.21722412,2.1135697,-0.022579456,0.30796644,0.8430587351322174,207,52992,3510.433414418001,3391488
292.94,12.13,260.38,10.48,973,0.015237409,0.19586182,2.0818555,-0.021098519,0.37019464,0.850269541144371,208,53248,3527.273750882001,3407872
264.95,10.25,287.29,12.87,968,0.012679839,0.16430664,2.1104333,-0.02446116,0.3272719,0.8545352965593338,209,53504,3544.187427439001,3424256
275.44,11.1,296.13,13.95,993,0.012258775,0.15812175,2.104783,-0.02553203,0.33265248,0.8433022350072861,210,53760,3560.676590594001,3440640
291.31,11.02,265.29,10.19,984,0.015049108,0.18410237,2.1249466,-0.022287453,0.332504,0.8208087831735611,211,54016,3577.327876808,3457024
272.82,10.95,248.46,8.68,990,0.012904602,0.1651001,2.1378462,-0.024132513,0.31982294,0.8386917412281036,212,54272,3593.877797192001,3473408
246.73,9.84,238.9,8.41,1004,0.016790915,0.20408122,2.0994308,-0.022539692,0.32224554,0.8327425420284271,213,54528,3610.190887314,3489792
266.89,10.33,278.92,11.63,987,0.012388781,0.17034912,2.0744007,-0.018348144,0.30804116,0.8725806325674057,214,54784,3626.7827437880005,3506176
283.3,13.33,257.26,10.23,993,0.008545782,0.11037191,2.072236,-0.020901522,0.28947148,0.9083468466997147,215,55040,3643.280641005,3522560
271.97,12.46,265.22,11.39,983,0.011485116,0.14322917,2.0919693,-0.019751955,0.34870216,0.869006484746933,216,55296,3659.9468351900014,3538944
271.29,11.68,271.75,11.88,1000,0.009600882,0.12249756,2.1065733,-0.022099087,0.33213574,0.8686040639877319,217,55552,3676.3305383510015,3555328
288.72,12.92,262.76,11.26,980,0.009372142,0.12302653,2.0755363,-0.022189083,0.28600445,0.8822847232222557,218,55808,3693.0426606359997,3571712
283.83,13.61,259.45,10.37,995,0.018000033,0.22776286,2.0770013,-0.024392612,0.34947005,0.8721671849489212,219,56064,3709.505114541,3588096
284.2,12.65,270.27,10.68,964,0.014210769,0.17142741,2.0822425,-0.025663244,0.3067759,0.8662835508584976,220,56320,3726.497104344,3604480
264.66,11.11,255.33,10.6,985,0.017607678,0.2165324,2.1201613,-0.018190611,0.34452185,0.869899109005928,221,56576,3743.1201370920007,3620864
254.99,11.43,278.33,13.24,970,0.014027719,0.18349202,2.1070063,-0.018156096,0.32199252,0.8770209178328514,222,56832,3759.995537293,3637248
291.31,12.63,289.42,13.82,988,0.014064196,0.18503825,2.0870562,-0.012076892,0.4314331,0.8369768857955933,223,57088,3776.564692442,3653632
285.5,11.85,282.99,13.04,971,0.014472547,0.19285075,2.05351,-0.021583235,0.36597857,0.8521498143672943,224,57344,3793.4239893579997,3670016
278.77,12.4,270.45,12.69,985,0.020932674,0.23205566,2.0917616,-0.025953092,0.3300556,0.8467157185077667,225,57600,3810.056446851,3686400
283.07,12.49,252.4,9.9,971,0.012962823,0.16821289,2.1096666,-0.02228265,0.3314274,0.8450964838266373,226,57856,3826.922897468001,3702784
295.81,12.96,267.41,12.19,988,0.011132815,0.14809163,2.1396458,-0.023880973,0.28863147,0.8687165826559067,227,58112,3843.4929677950004,3719168
